ExposureNumber,FilePath,FilterName,ExposureStart,Duration,Binning,CameraTemp,CameraTargetTemp,Gain,Offset,ADUStDev,ADUMean,ADUMedian,ADUMin,ADUMax,DetectedStars,HFR,HFRStDev,GuidingRMS,GuidingRMSArcSec,GuidingRMSRA,GuidingRMSRAArcSec,GuidingRMSDEC,GuidingRMSDECArcSec,FocuserPosition,FocuserTemp,RotatorPosition,PierSide,Airmass
0,D:/N.I.N.A/2024-01-10/M 81 M 82/LIGHT/2024-01-10_20-40-01_NoFilter_-14.80_180.00s_0000.fits,NoFilter,01/10/2024 19:40:01,180,1x1,-14.8,-15,120,8,1457.3548,5456.7526,5528,2776,65532,119,2.9386,0.2783,0.1567,0.606,0.1149,0.4444,0.1065,0.4119,,NaN,0,West,1.4232
